Name,Type,Grade,Rating,Location,,,,,,,
Black Crack,"Rock, Trad",5.12c,3.5,west virginia>the new river gorge>meadow river gorge>upper meadow>1. First Buttress,,,,,,,
Are You Experienced?,"Rock, Trad",5.12c,4,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Portly Gentleman's Route,"Rock, Trad",5.12c,4,west virginia>the new river gorge>new river gorge proper>fern buttress>7) Orchard Wall,,,,,,,
Mystery Dance,"Rock, Trad",5.12c,2,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Luv Nuthing,"Rock, Trad",5.12c,4,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
Munson Burner,"Rock, Trad",5.12c,4,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
Houseboy,"Rock, Trad",5.12c,4,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Fine Young Cannibals,"Rock, Trad",5.12d,3,west virginia>seneca rocks>South End,,,,,,,
"Ringmaster, The","Rock, Trad",5.12d,4,west virginia>the new river gorge>meadow river gorge>lower meadow>Greatest Show Area,,,,,,,
Gag Reflex,"Rock, Trad",5.12d,1,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Plyometrics,"Rock, Trad",5.12d,3,west virginia>the new river gorge>new river gorge proper>endless wall>B) Party Buttress,,,,,,,
Temporary Insanity,"Rock, Trad",5.13-,4,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
"Greatest Show On Earth, The","Rock, Trad",5.13a,4,west virginia>the new river gorge>meadow river gorge>lower meadow>Greatest Show Area,,,,,,,
Color Blind,"Rock, Trad",5.13a,3,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Colostrum,"Rock, Trad",5.13a,2,west virginia>the new river gorge>new river gorge proper>Sunshine Buttress,,,,,,,
Nappy Wig,"Rock, Trad",5.7+,2.5,west virginia>bozoo>03. Double-Tier Wall,,,,,,,
Penthouse Bliss,"Rock, Trad",5.7+,3,west virginia>long mountain>A-4,,,,,,,
Tony's Nightmare Direct Finish,"Rock, Trad",5.7+,2.5,west virginia>seneca rocks>South End,,,,,,,
Prune,"Rock, Trad",5.7+,3,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Roof Traverse,"Rock, Trad",5.7+,3,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Traffic Jam,"Rock, Trad",5.7+,3.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
West Pole,"Rock, Trad",5.7+,3.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Don't Think Twice,"Rock, Trad",5.7+,2.5,west virginia>seneca rocks>south peak east face>Southeast Corner,,,,,,,
Gebhardt-Duffy,"Rock, Trad",5.7+,2,west virginia>seneca rocks>Southern Pillar,,,,,,,
Truancy,"Rock, Trad",5.7+,2.5,west virginia>the new river gorge>meadow river gorge>lower meadow>Moon Wall,,,,,,,
Moonraker,"Rock, Trad",5.7+,1.5,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
No Sign of Intelligent Life,"Rock, Trad",5.7+,2,west virginia>the new river gorge>new river gorge proper>fern buttress>9) Star Trek Wall,,,,,,,
Jumping Jack Flash,"Rock, Trad",5.7+,2,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Unnamed Crack,"Rock, Trad",5.7+,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Far climbers Right,,,,,,,
Cockjob,"Rock, Trad",5.8-,3,west virginia>seneca rocks>south peak east face>Lower Broadway,,,,,,,
Little Maggie,"Rock, Trad",5.8+,1.5,west virginia>bozoo>02. Simpson Wall,,,,,,,
Birth Canal,"Rock, Trad",5.8+,3,west virginia>bozoo>09. White Wall,,,,,,,
"Bite, The","Rock, Trad",5.8+,3,west virginia>seneca rocks>South Peak - West Face,,,,,,,
NOVA,"Rock, Trad",5.8+,2,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Triple S,"Rock, Trad",5.8+,3.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
T&T,"Rock, Trad",5.8+,3,west virginia>seneca rocks>south peak east face>Southeast Corner,,,,,,,
Climbin' Punishment,"Rock, Trad",5.8+,3.5,west virginia>seneca rocks>Southern Pillar,,,,,,,
Quit Dogging the Scene,"Rock, Trad",5.8+,1,west virginia>seneca rocks>Southern Pillar,,,,,,,
A Pound of Prevention,"Rock, Trad",5.8+,2,west virginia>the new river gorge>new river gorge proper>bubba city>Beer Wall,,,,,,,
Two-Step Arete,"Rock, Trad",5.8+,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>M) Fantasy Area,,,,,,,
Goofer's Retreat,"Rock, Trad",5.8+,3,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Surrounded by cops,"Rock, Trad",5.9-,2,west virginia>Fort Hill Area,,,,,,,
A Better Way,"Rock, Trad",5.9-,3,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Crusher Critter,"Rock, Trad",5.9-,2.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Pickleright,"Rock, Trad",5.9-,3,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Talbert Picklefish,"Rock, Trad",5.9-,1.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Check Your Pants,"Rock, Trad",5.9-,2,west virginia>the new river gorge>new river gorge proper>bubba city>Little Head Wall,,,,,,,
"Grafenburg Crack, The","Rock, Trad",5.9-,3,west virginia>the new river gorge>new river gorge proper>endless wall>L) Dr. Ruth's Big Buttress,,,,,,,
Where's Bulimia?,"Rock, Trad",5.9-,1,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Iron Butterfly,"Rock, Trad",5.9+,2,west virginia>bozoo>02. Simpson Wall,,,,,,,
Iceberg Arete,"Rock, Trad",5.9+,2,west virginia>bozoo>08. Iceberg Area,,,,,,,
Chunks,"Rock, Trad",5.9+,3,west virginia>bozoo>09. White Wall,,,,,,,
"Monkey See, Monkey Do","Rock, Trad",5.9+,2,west virginia>bozoo>10. Savory Area,,,,,,,
DeTaro on Crack,"Rock, Trad",5.9+,4,west virginia>coopers rock state forest>roadside>sunset wall area>Deep Woods Block,,,,,,,
Explanation Complete,"Rock, Trad",5.9+,2,west virginia>long mountain>A-2,,,,,,,
Inside the Rubik's Cube,"Rock, Trad",5.9+,4,west virginia>long mountain>A-4,,,,,,,
Smoke And Lightning,"Rock, Trad",5.9+,4,west virginia>long mountain>A-4,,,,,,,
Captain Hook,"Rock, Trad",5.9+,1,west virginia>seneca rocks>Lower Slabs,,,,,,,
Death by Abunga,"Rock, Trad",5.9+,1,west virginia>seneca rocks>Lower Slabs,,,,,,,
"Warlock, The","Rock, Trad",5.9+,2.5,west virginia>seneca rocks>Lower Slabs,,,,,,,
Arrested Mental Development 'AMD',"Rock, Trad",5.9+,2,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Bring on the Nubiles,"Rock, Trad",5.9+,3.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Cockfight,"Rock, Trad",5.9+,2.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
High Test,"Rock, Trad",5.9+,3.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Super Crack,"Rock, Trad",5.9+,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>7) Thunder Buttress,,,,,,,
Layback,"Rock, Trad",5.9+,2.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Dreamtime,"Rock, Trad",5.9+,3,west virginia>the new river gorge>new river gorge proper>junkyard area>Dog Wall,,,,,,,
Four Sheets to the Wind,"Rock, Trad",5.9+,4,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Second Thoughts,"Rock, Trad",5.9+,2.5,west virginia>the new river gorge>new river gorge proper>kaymoor>Rico Suave Buttress,,,,,,,
Kamikaze Lizards,"Rock, Trad",5.9+,3,west virginia>the new river gorge>summersville and gauley river>Gauley Crag,,,,,,,
Unnamed Crack,"Rock, Trad",5.9+,3.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Orange Oswald Wall,,,,,,,
Satisfaction 2,"Rock, Trad, Aid",5.9,3,west virginia>seneca rocks>South End,,,,,,,
Pleasant Overhangs - Variation: Direct Finish,"Rock, Trad, Aid",5.9,3.5,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Alien Autopsy,"Rock, Trad, Sport",5.7,1,west virginia>nelson rocks>west face west fin>Area 51,,,,,,,
Rear Entry,"Rock, Trad, Sport",5.8,3,west virginia>seneca rocks>south peak east face>Southeast Corner,,,,,,,
Ladybug,"Rock, Trad, Sport",5.9,2.5,west virginia>seneca rocks>south peak east face>Southeast Corner,,,,,,,
Hidden Gem,"Rock, Trad, Sport",5.10-,2,west virginia>seneca rocks>Southern Pillar,,,,,,,
A Touch Too Much,"Rock, Trad, Sport",5.10+,3,west virginia>seneca rocks>south peak east face>Southeast Corner,,,,,,,
Touch and Go,"Rock, Trad, Sport",5.10+,2.5,west virginia>seneca rocks>south peak east face>Southeast Corner,,,,,,,
Highway To Hell,"Rock, Trad, Sport",5.10a,3,west virginia>seneca rocks>south peak east face>Lower Broadway,,,,,,,
Early Retirement,"Rock, Trad, Sport",5.10b,1.5,west virginia>franklin gorge>main wall>Impact Zone,,,,,,,
Burning Tendons,"Rock, Trad, Sport",5.11+,3,west virginia>seneca rocks>South Peak - West Face,,,,,,,
Off My Rocker,"Rock, Trad, Sport",5.11a,3,west virginia>the new river gorge>meadow river gorge>lower meadow>Moon Wall,,,,,,,
"Weight, The","Rock, Trad, Sport",5.11d,3,west virginia>the new river gorge>new river gorge proper>fern buttress>8) Ritz Cracker Area,,,,,,,
Stolen Tiggers,"Rock, Trad, Sport",5.12b,3,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Bray No More,"Rock, Trad, Sport",5.12c,1,west virginia>seneca rocks>North Peak - West Face,,,,,,,
Lichening Bolt,"Rock, Trad, Sport, Toprope",5.10c,3,"west virginia>seneca rocks>North Peak, East Face",,,,,,,
Tree Hugger,"Rock, Trad, Toprope",5.1,2,west virginia>bozoo>04. Rigor Wall,,,,,,,
Diamonds Are Forever,"Rock, Trad, Toprope",5.1,3,west virginia>bozoo>06. Bond Wall,,,,,,,
Bozippity,"Rock, Trad, Toprope",5.1,2.5,west virginia>bozoo>08. Iceberg Area,,,,,,,
Unnamed Arete 5.10,"Rock, Trad, Toprope",5.1,1,west virginia>bozoo>09. White Wall,,,,,,,
(flake to face),"Rock, Trad, Toprope",5.1,2,west virginia>bozoo>10. Savory Area,,,,,,,
Raindogs,"Rock, Trad, Toprope",5.1,2,west virginia>bozoo>10. Savory Area,,,,,,,
Rainforest Crunch,"Rock, Trad, Toprope",5.1,2.5,west virginia>bozoo>10. Savory Area,,,,,,,
Intruder Alert,"Rock, Trad, Toprope",5.1,1,west virginia>nelson rocks>west face west fin>Area 51,,,,,,,
"Furrowed Brow, The","Rock, Trad, Toprope",5.11,4,west virginia>bozoo>07. Necro Wall,,,,,,,
Grapefruit Moon,"Rock, Trad, Toprope",5.11,2,west virginia>bozoo>10. Savory Area,,,,,,,
A Ketchum and Umbel Day,"Rock, Trad, Toprope",5.11,2,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Nosteratu,"Rock, Trad, Toprope",5.12,3,west virginia>bozoo>07. Necro Wall,,,,,,,
Access Crack,"Rock, Trad, Toprope",5.2,1,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
Guide Route Right,"Rock, Trad, Toprope",5.3,2,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
Tricky Top,"Rock, Trad, Toprope",5.4,2,west virginia>coopers rock state forest>roadside>Ceiling Block Area,,,,,,,
Grunge,"Rock, Trad, Toprope",5.4,1,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
Riverside Face,"Rock, Trad, Toprope",5.4,2,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
Impulse Power,"Rock, Trad, Toprope",5.4,1.5,west virginia>the new river gorge>new river gorge proper>fern buttress>9) Star Trek Wall,,,,,,,
Organic Matter,"Rock, Trad, Toprope",5.5,2.5,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
"Icon (The Central Face Climb), The","Rock, Trad, Toprope",5.5,2,west virginia>coopers rock state forest>roadside>sunset wall area>Sunset Wall,,,,,,,
Big Easy,"Rock, Trad, Toprope",5.5,3,west virginia>north bend state park>Big Easy Cliffs,,,,,,,
Boy Scout,"Rock, Trad, Toprope",5.5,1,west virginia>north bend state park>Big Easy Cliffs,,,,,,,
Guide Route Left,"Rock, Trad, Toprope",5.5,2,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
"Monkey See, Monkey Do","Rock, Trad, Toprope",5.5,1.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Nacho Cheese,"Rock, Trad, Toprope",5.6,3,west virginia>Bear Haven,,,,,,,
Spring Chicken,"Rock, Trad, Toprope",5.6,2,west virginia>bozoo>03. Double-Tier Wall,,,,,,,
Petting Zoo,"Rock, Trad, Toprope",5.6,1.5,west virginia>bozoo>08. Iceberg Area,,,,,,,
Greenback,"Rock, Trad, Toprope",5.6,3,west virginia>coopers rock state forest>haystack area>Greenback Wall,,,,,,,
"Arch, The","Rock, Trad, Toprope",5.6,2.5,west virginia>coopers rock state forest>roadside>sunset wall area>Sunset Wall,,,,,,,
Keep it Tight but Don't Give Me AIDS,"Rock, Trad, Toprope",5.6,1.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Mister Clean,"Rock, Trad, Toprope",5.7,2.5,west virginia>coopers rock state forest>roadside>Ceiling Block Area,,,,,,,
Squirrel Soup,"Rock, Trad, Toprope",5.7,3,west virginia>coopers rock state forest>tilted tree>First Wall,,,,,,,
Entrance Crack,"Rock, Trad, Toprope",5.7,2,west virginia>north bend state park>Big Easy Cliffs,,,,,,,
Easily Flakey,"Rock, Trad, Toprope",5.7,2.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Supersymmetry,"Rock, Trad, Toprope",5.7,2,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Beam Me Up Scotty,"Rock, Trad, Toprope",5.7,2,west virginia>the new river gorge>new river gorge proper>fern buttress>9) Star Trek Wall,,,,,,,
Mutts Furniture,"Rock, Trad, Toprope",5.8,2,west virginia>bozoo>03. Double-Tier Wall,,,,,,,
In Need of Repair,"Rock, Trad, Toprope",5.8,2.5,west virginia>bozoo>04. Rigor Wall,,,,,,,
Unnamed,"Rock, Trad, Toprope",5.8,1.5,west virginia>bozoo>09. White Wall,,,,,,,
Hand Crack (5.8?),"Rock, Trad, Toprope",5.8,2,west virginia>bozoo>10. Savory Area,,,,,,,
Monkey Business,"Rock, Trad, Toprope",5.8,2.5,west virginia>bozoo>10. Savory Area,,,,,,,
Piggies,"Rock, Trad, Toprope",5.8,3,west virginia>bozoo>10. Savory Area,,,,,,,
Sunset Overhang,"Rock, Trad, Toprope",5.8,2,west virginia>coopers rock state forest>roadside>sunset wall area>Sunset Wall,,,,,,,
Dilema,"Rock, Trad, Toprope",5.8,2.5,west virginia>north bend state park>Big Easy Cliffs,,,,,,,
Penalty Situation,"Rock, Trad, Toprope",5.8,1,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Zag,"Rock, Trad, Toprope",5.8,3,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Chinese Style,"Rock, Trad, Toprope",5.8,3,west virginia>the new river gorge>new river gorge proper>bridge area>Promised Area,,,,,,,
Tractor Beam,"Rock, Trad, Toprope",5.8,2.5,west virginia>the new river gorge>new river gorge proper>fern buttress>9) Star Trek Wall,,,,,,,
Rites of Spring (aka Led Hed),"Rock, Trad, Toprope",5.9,1.5,west virginia>bozoo>03. Double-Tier Wall,,,,,,,
Asian School Girls,"Rock, Trad, Toprope",5.9,2,west virginia>bozoo>04. Rigor Wall,,,,,,,
Cleavage,"Rock, Trad, Toprope",5.9,3,west virginia>bozoo>10. Savory Area,,,,,,,
"Mighty Santos, The","Rock, Trad, Toprope",5.9,2.5,west virginia>bozoo>10. Savory Area,,,,,,,
Ode To Bugg,"Rock, Trad, Toprope",5.9,2.5,west virginia>bozoo>10. Savory Area,,,,,,,
Peaceful Warrior,"Rock, Trad, Toprope",5.9,2,west virginia>bozoo>10. Savory Area,,,,,,,
Savory Truffle,"Rock, Trad, Toprope",5.9,3,west virginia>bozoo>10. Savory Area,,,,,,,
White Wall Overhang,"Rock, Trad, Toprope",5.9,2,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
Zig-Zag,"Rock, Trad, Toprope",5.9,3,west virginia>long mountain>A-2,,,,,,,
New Yosemite,"Rock, Trad, Toprope",5.9,3.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Pump-kin,"Rock, Trad, Toprope",5.10+,3,west virginia>bozoo>04. Rigor Wall,,,,,,,
Doddridge County,"Rock, Trad, Toprope",5.10a,2,west virginia>north bend state park>Big Easy Cliffs,,,,,,,
Angel's Arete,"Rock, Trad, Toprope",5.10a,3.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
"Tree Route, The","Rock, Trad, Toprope",5.10a,3.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
"Entertainer, The","Rock, Trad, Toprope",5.10a,3.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Unholy Mackerel,"Rock, Trad, Toprope",5.10a,2.5,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Blood On The Tracks,"Rock, Trad, Toprope",5.10b,3.5,west virginia>seneca rocks>South End,,,,,,,
Blunder and Frightening,"Rock, Trad, Toprope",5.10b,2.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Icecapades,"Rock, Trad, Toprope",5.10b/c,3,west virginia>bozoo>08. Iceberg Area,,,,,,,
Recycle Your Soul,"Rock, Trad, Toprope",5.10c,4,west virginia>bozoo>10. Savory Area,,,,,,,
Angry Angles,"Rock, Trad, Toprope",5.10d,2,west virginia>seneca rocks>Lower Slabs,,,,,,,
Realignment,"Rock, Trad, Toprope",5.10d,3,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Bone Machine,"Rock, Trad, Toprope",5.11-,4,west virginia>bozoo>03. Double-Tier Wall,,,,,,,
"Final Exam, The","Rock, Trad, Toprope",5.11+,3,west virginia>bozoo>10. Savory Area,,,,,,,
Bat Eliminate,"Rock, Trad, Toprope",5.11a,3.5,west virginia>coopers rock state forest>upper rock city>Tomb Raider Area,,,,,,,
Bubba Meets Jesus,"Rock, Trad, Toprope",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Superchunks,"Rock, Trad, Toprope",5.11b/c,2.5,west virginia>bozoo>09. White Wall,,,,,,,
Autumn Fire,"Rock, Trad, Toprope",5.11c,3.5,west virginia>seneca rocks>Lower Slabs,,,,,,,
Marionette,"Rock, Trad, Toprope",5.11c,3.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Antropov's Cold,"Rock, Trad, Toprope",5.11c,2.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
"French Kiss, The","Rock, Trad, Toprope",5.11d,4,west virginia>bozoo>10. Savory Area,,,,,,,
Pump It Out,"Rock, Trad, Toprope",5.11d,4,west virginia>coopers rock state forest>tilted tree>Good Block Area,,,,,,,
Golden Age,"Rock, Trad, Toprope",5.11d,3,west virginia>the new river gorge>meadow river gorge>lower meadow>Moon Wall,,,,,,,
Short Change,"Rock, Trad, Toprope",5.11d,2,west virginia>the new river gorge>new river gorge proper>junkyard area>Dog Wall,,,,,,,
Stuck in Another Direction,"Rock, Trad, Toprope",5.12b,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
